tweet,hatespeech
ALÔ RAPAZIADA: VAMOS RESPEITAR AS DONZELAS SEUS PORCOS BÊBADOS IMUNDOS #PAZ #CarnavalSemAssedio #usecamisinha https://t.co/Rl59UAYqqA,1
A Lava-Jato chegou ao Foro de São Paulo e descobriu que Odebrecht dava dinheiro às FARC.Que lindo trabalho da Pol _ https://t.co/kFuK9cCOT5,0
"'@AleMagnnusb: @gentebranca1 Seu perfil fala mau de gente branca e eu sou racista? Coerência, cadê?' http://t.co/3LqJR2tN85",0
@AleMagnnusb não é racismo nem machismo esteriotipar uma mulher por causa dolugar que ela nasceu ne claro que não,1
"@AleMagnnusb racista-machista sem argumentos, é o que mais tem",0
@AleMagnnusb vc devia calar a boca pq vc é tão racista quanto,1
"@AlemaoTheo Tb não entendo.. Concordo com vc.,",0
"Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon _ https://t.co/GL3iqhkscG",1
@AlentejanoD86 é uma questão de hábito,0
"@AlentejanoD86 por falar em abafar, sabes se o Jesus janta hoje com o Palhinha?",0
@AlentejanoD86 vamos ficar por aqui antes que fique excitado.,0
#ALERTA do Jornalista #AlexandreGarcia Adquira os Livros 'A IDEOLOGIA DE GÊNERO NA EDUCAÇÃO' e 'FAMÍLIAS EM... https://t.co/QS1I1jxfTI,0
"@alex_borges @mvsmotta @BlogDoPim @andreazzaeditor Deixa o chefe Olavo saber disso, rrsss... ST!",0
"#AlexandraParkClubEste paraíso apenas 40min de Curitiba, no Litoral...Faça seu Evento (Empresas, Igrejas,... https://t.co/C4e3YzUpSf",0
#AlexandredeMorais é novo ministro do #STF. Somente 13 senadores rejeitaram seu nome. 13 PESSOAL.KKK KKKKKKKKK,0
@alexandregarcia eu te amo!,0
"@alexandrekirwan Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.",1
"Alexandre Moraes não deveria sequer ter sido Ministro, agora ocupará uma cadeira no STF? Gsus",0
"Alexandres de Morais, é novo ministro do #STF. Somente 13 senadores votaram contra ele. 13 pessoal.kkkk https://t.co/aA4A555zlP",0
"Algarvios, a caravana está a caminho.E o grego do Batáguas também.Auditório Verde, 22h.Bilhetes nos sítios do co _ https://t.co/5tpnwHHJBR",0
Algo que incomoda extremamente a esquerda: uma MULHER que não se vende ao discurso barato politicamente correto do _ https://t.co/LEzAkFyHI5,0
Alguem aí quer peixe? Pq eu já pesquei vários aqui....Cheiros a todasssss,0
Alguem coloca uma FACA DE UM MUÇULMANO NO PEITO DA MERKEL...PQ É ISSO QUE ACONTECE PELA ALEMANHA https://t.co/sj22qkMA3N,1
Alguém consegue ver #ThisIsUs sem chorar litros?,0
Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq,0
alguém faz a adaptação com a foto da Dilma e os 12 milhões de desempregados!!!!,0
Alguém por favor pode passar isso na TL do @ohmycavill e dizer que é bom saber como a Esquerda gosta do debate demo _ https://t.co/MGtAITkuvl,0
Alguém sabe me dizer se mulher negra se aposenta com idade diferente da mulher branca? https://t.co/mjOvsxHurd,1
Alguém sabe se o Habibs já abriu falência com o boicote por causa do menino que morreu de tanto usar droga?,0
ALGUÉM TEM QUE AVISA ESSA MOLECADA QUE CARNAVAL NÃO Ê SÓ BEBEDERA E PUTARIA SEM PRESERVATIVO COM ESTRANHOS. ONDE FICA O RESPEITO AO PRÓXIMO?,1
Alguém topa uma com a cabeça do @powtergaist empalada? Dê fav pra testar https://t.co/YPC7OOzqJc,0
Algumas razões para explicar o Fenômeno Bolsonaro @BolsonaroSP  @FlavioBolsonaro @CarlosBolsonaro  https://t.co/oNGuWlZyMQ,0
"Alias, isso é uma coisa que algumas mulheres também não sabem e ficam achando que por não gozar com penetração tem algum problema. NÃO TEM!",0
"Aliás, o universo da publicidade é repleto de bundões !!!!",0
"Aliás, pra que ver futebol na COPA se você não vai acompanhar nada nos próximos 4 anos de novo. Deixe quem gosta ver em paz!",0
"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.",1
"Aliás, quem é essa porra de Felipe Neto? Não sei, mas só de ser Neto já imagino que fracassou!",1
"Aliás se vc quer xingar alguém direito, não fale da mãe do sujeito, apenas o chame de bundão ! Basta.",0
"...Aliás, uma #MulherDeVerdade se despe de qualquer preconceito. E vive!",0
"a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta",1
@alienrella @AlexyReis00 @kindlynow__ achas? fufas são useless,0
"A linda foi colocar no soneca e desligou o despertador, muito inteligente",0
@AlineBorel É sério. Qq dia te relato umas boas. Sou especialista pós-graduada em auto flagelação e me formei em 'desligamento': exemplo...,0
@AlineBorel Ex: Só hj percebi que vc que é Promoter do Comunidade Morango. Ainda tô tentando descobrir quem é tua sócia.. #tofalando,0
"@AlineBorel OI! Sugeri um JV e ninguém me deu bola... tá afim? vc te mais moral que eu, vem mais gente. rsrsrs",0
"A lista de talentos de uma feminista, clique aqui para visualizar https://t.co/tI8fzQk7KX",1
@AllyssomH xeque-mate é filmaço!,0
a lógica coxinha é:eu amo o cunhamas agora q ele foi afastado é ladraomas impediram o impeachment!!!volta cunha!!!,0
A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w,0
A luta continua #orgulhohetero !,1
a maconha que te faz rir é a mesma que faz sua mãe chorar,0
"16:18 AMADO BATISTA TIRA O 38 DA CINTURA DÁ 3 TIROS PRO ALTO E GRITA 'BOLSONARO 2.018' MUITOS APLAUSOS, ALGUMAS VAIAS",0
A mãe da Maddie vai concorrer ao 'Britain's Got Talent'.Espero que lá vá fazer o seu célebre truque de magia da criança desaparecida,0
"A mãe do nóia disse que quer justiçaFácil, prende ela",1
'A maior ambição da mulher é despertar o amor.' #MulherDeVerdade,0
a maior diferença entre os criminosos e as outras pessoas é que os criminosos são estúpidos o suficiente para serem pegos,0
a maioria das pessoas só estão vivas porque é ilegal atirar nelas,0
A malta do La La Land conseguiu festejar a vitória durante menos tempo do que o Passos e o Portas em 2015!..,0
@amandassini @adiosiago eu acho q vc só fala bosta,1
@amandassini @adiosiago se vc acha que é racismo me processa,0
@amandassini medir minhas palavras? agora além de silenciar a angelica vc quer me silenciar tambem?,0
"@amandassini não aceita que ela fique na mesma tecla de racismo que só ela sofre, isso é silenciamento",0
@amandassini ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma,1
@amandassini opinião tb dá cadeia cuidado aí fiota,0
@amandassini uma branca não concorda que uma negra se ofenda com o racismo q só ela sente e vc quer que eu leve sua opinião em consideração,0
"@amandtra gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais",1
"Amanhã em Angola é feriado, porque é que aqui também não é?",0
"Amanhã é sexta-feira ou, como diria a CGTP, um excelente dia para convocar greves na função pública.",0
A manifestação em frente à #FCSH. Em causa está o cancelamento da conferência de Nogueira Pinto na universidadehttps://t.co/ff3vSFVnEU,0
"amante de homem fudido é ser burra duas vezes - pepita, mulher",1
"A Maria Vieira é livre: pensa pela sua cabeça!Ana Bola é produto do lixo do sistema e por isso tem emprego.Força, _ https://t.co/XwnwSUJDkR",1
"Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem. _ https://t.co/M5vuWGJG1E",0
"A menina acorda às 6, vai pro trabalho, sai às 18, vai pra faculdade, chega em casa às 11, qdo ela vencer na vida, foi graças ao feminismo",0
"América-MG, olha oq o senhor fez, coelho safado https://t.co/nDazPNqhae",1
Americanos são amplamente contra cidades santuário' https://t.co/g5eHyBQLGjhttps://t.co/86k040geGI,0
A mídia DE NOTÍCIAS FALSAS desconhece a verdade deliberadamente. Grande perigo ao país. O @nytimes falido virou pia _ https://t.co/ssibMARmkc,0
A mídia de notícias falsas está insana com suas teorias conspiratórias e ódio cego. @MSNBC & @CNN são inassistíveis _ https://t.co/biN6YswUWW,0
"A mídia de NOTÍCIAS FALSAS (os falidos @nytimes, @NBCNews, @ABC, @CBS, @CNN) não é minha inimiga, mas sim inimiga d _ https://t.co/4rVCartdzd",0
A mídia de NOTÍCIAS FALSAS que inventa histórias e 'fontes' é mais eficaz que os democratas desmoralizados - mas is _ https://t.co/9HbvTqEapk,0
"A mídia está fazendo com esse prefeito, o que fez comigo. Eles forçam uma tá homofobia, rotulam, ridicularizam,... https://t.co/oxI4tx9PqL",1
A mídia não reportou que a Dívida Nacional no meu primeiro mês abaixou $12 bilhões vs. um aumento de $200 bilhões no primeiro mês de Obama.,0
"amiga, pode me chamar do que quiser! Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/rbgNHozOWk",0
"Amigo, acredite, vc pode cortar seu pau fora em defesa do feminismo, que nem assim seu discurso de feministo vai te garantir uma foda hoje..",1
Amigo de Israel: PROIBIÇÃO MUNDIAL de críticas ao Islão no Facebook... https://t.co/BzEN6KaLdF,0
Amigos!!! Acabei de fazer estes 'terrários' para minha cunhada Vanessa Alves Scarpim.o que acharam? Que pena que... https://t.co/TMCsGufo5v,0
a mina é tão gorda quem nem a indireta que mandei pra ela serviu,1
A mina não aguenta pronunciar o alfabeto inteiro sem respirar e quer pregar q gordofobia mata... https://t.co/rB4L9BZJn1,1
A minha avó morreu há mais de 10 anos e consegue ser mais mexida e emocionante que esta final da Taça da Liga#TacaCTT,0
A minha casa não aceita refugiados aka Mónica,1
'A minha forma de brincar é dizer a verdade. É a brincadeira mais engraçada do mundo.' #MulherDeVerdade,0
A minha mãe quer expulsar-me de casa pq aqui não existem 'fufas' adoro a minha família,1
A mitológica e desconhecida diferença entre imigrante ilegal e turista https://t.co/l9BlX9tkY2,1
A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0,0
"@amndawilczek o cara me mandou tirar colar, relógio, make... só não mandaram tirar a foto de burca porque não tinha lá",0
"Amo mesmo chamar atenção pro meu corpo, tenho ele pra mostrar não é, então mostro mesmo e esbanjo mesmo, não sou ob _ https://t.co/hVFI8QoRjz",0
"amo os negros são tao gnt boa, é uma pena q pararam de vender",1
"@amora_inlove Constituição de 1932. Porra, nem minha bisavó era nascida em 32. #quequeeutenhoavercomisso",1
"@amora_inlove Eu tb, mas, sou uma futurarecemsolteiraaindaapaixonada #foda rs",0
"@amora_inlove Excelente, parabéns! E que venham as mudanças! www.morangoexpress.blogspot.com/",0
"@amora_inlove Gosto não, acho ela bonita nao, nem nada nao... huahahaauahauhau",0
"@amora_inlove hahahaha, #brincadeirinhaboba rs tb acho",0
"@amora_inlove Hello, pois é, mas, estava interagindo... thudhu bom ?",0
"@amora_inlove Normalll.. imagina a situação da pssoa tb ne, fodas...",0
"@amora_inlove Own gata, depende só de mim não.. nem dela.. mas, vamos ver o que o futuro nos reserva... E tu? és solteira???",0
"@amora_inlove Puts, complicado... Mas, ele respeita tuas sensações? Se sim, ótimo. Tem que ver então como ele encara isso.. Seicomoé",0
@amora_inlove Tb soninho.. e eis que trabalho amanhã. hj é feriado em sampa e tb trabalho rs affff rs,0
"@amora_inlove Uma galera que se reuniu contra o governo intransigente de  Vargas. Oficialmente min 800 pssoas morreram, cidades bombardeadas",0
AMore @JuhSavignon Ajuda a divulgar: O primeiro livro da @melaineribeiro 'A ESCRITORA E O MUSICO' www.aescritoraeomusico.blogspot.com,0
"Amores, pra quem gosta de boa leitura. E até pra quem não gosta, #superindico, da @melaineribeiro http://aescritoraeomusico.blogspot.com/",0
"Amor próprio e liberdade foram o mote da campanha da Insecta Shoes para o Dia Internacional da Mulher, que contou... https://t.co/y4QAGkWTni",0
@amtc74 @CAPAZES nossa que estranho,0
"'A mulher deve ser lentamente decifrada, como o enigma que é: encanto a encanto.' #MulherDeVerdade",0
A mulher é deposta do cargo por MAQUIAR BALANÇO PÚBLICO e quer se candidatar!! Só o Brasil mesmo pra permitir ess _ https://t.co/k2Wf4P44fz,0
A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR,1
A mulher é física nuclear cara... oq ela tá fazendo na cozinha? #masterchefBR,1
"A mulher eh mega inteligente, tem doutorado ate na casa do caraí e cozinha bem, porra #MasterChefBR",1
"A mulher é muito nerd. Vai fazer experimentos esquisitos na cozinha, se passar  #MasterChefBR",1
'A mulher - é o anjo e o diabo num só corpo.'#MulherDeVerdade,0
"A MULHER É PERFEITA: LINDA, TRABALHADORA, DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK. ACHO QUE VOU PEDI-LÁ EM CAS _ https://t.co/7BEgP3dEdP",1
"A mulher é posdoctor nas fisica, pesquisadora e ainda arraza na cozinha uma mulher dessas bicho   #MasterChefBR",0
"A mulher é um gênio, vei. Me sentindo tão burra aqui que ceis nem sabem",0
A mulher já vai ter uma vantagem na cozinha só por conhecer as coisas da física #MasterChefBR,1
A mulher mais burra do brasil,1
"a mulher no BBB soltou um 'mexicano que é mexicano nem caixa d'água tem', que programa de gente burra da porra",1
"'A mulher tem que ser o que ela quiser'MAS NAO USA DECOTE SUA VADIA NAO PODE, TEMOS QUE ANDAR TODAS DE BURCA",1
'A mulher tem uma única via para superar o homem: ser mais mulher a cada dia.' #MulherDeVerdade,0
"A música não tem cores, nem classes é para todos.Um simples projeto que muda a vida de muitas pessoas. https://t.co/gVFuwtXodn",0
"@ana_lethicia Aff, que tutorial não é tédio??? ^VÊ um de edição de vídeo que vc entra numa facul de maquiagem",0
"@anacarolinars zzzz completou com gorda, feia, só faltou o boba pra ser + 5a série",1
@analindamente eu só consigo lembrar das campanhas #meuamigosecreto e #meuprimeiroassédio. me sinto mt lixo humano por ver gente falando de,1
"@anapaularsstt sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo",0
@AnaPaulaVolei @jdoriajr o Bolsonaro coloca milhares de pessoas em Aeroporto,0
"@AnaPaulaVolei Sorria, nossa querida musa da direita ! https://t.co/EvFZdiQFkv",0
@anapntes @valehomossexual então achar gorda feia é falta de autoestima? Ataaaa,1
"A NASA ACHOU MAIS 7 PLANETAS E VOCÊ AI, QUE NÃO CONSEGUE ACHAR UM SÓ EMPREGO",1
@anasofiaguerra5  não tinha visto a votação. Já vou votar. Espera que a contagem dos votos não seja como em Angola,0
a natureza é mesmo perfeita... olha esses filhotes nascendo *___* quantos RTs essa mamãe merece hein? http://t.co/5NMQ2WSY,0
ANDEI LENDO AQUI NA REDE SOCIAL QUE O SR. ANDA ENGOLINDO MUITA COISA ULTIMAMENTE. O QUE  IMPORTA É SER FELIZ! ABRAÇO @pecesiqueira #PAZ,0
Ando a passear pela Baixa do Porto e encontrei um prédio que não foi transformado em turismo de habitação.JURO!Vou jogar no Euromilhões,0
"Andréia Sadi, reporter da GloboNews, agredida por marmanjos militantes de esquerda na coletiva pós-derrota do Hadda _ https://t.co/IWzLOuKjX0",1
"@anerfost_ são irônicos e se você concorda com algum, reveja seus conceitos <3",0
@angelicamorango A pimenta comentada na estrevista:  http://twitpic.com/1o2bln,0
@angelicamorango Hj tdo mundo preoc c uma colega no escrit que eu sabia q tinha ido fazer entrevista. Eu disfarçando e fazendo a preocupada!,0
"@angelicamorango Ixi, nêga, tá em Sampa não? Aqui tá um dia lindo.. Nem sei que tô fazendo em casa acompanhada de uma colica danada.. =)",0
@angelicamorango Lindo inclusive! Intrigante! Isso é massa!,0
"@angelicamorango NUsssss, magavilha, heinnn. MAssa esse promo!",0
"@angelicamorango Taí.. qria um picolé de carambola. Ou Jambo. #recifefeelings... Mas, o dia, hj, mto trab. E a noite? 'A solidão é fera...'",0
@angelinhaB2000 sai sapatão incubada,1
Angola ainda não ratificou o acordo ortográfico de Língua Portuguesa Escrevam bem yh,0
#Angola «ANGOLA. 'Se é possível produzir um cartão eleitoral fiável porque não conceder também bilhete de... https://t.co/5whBqMhUph,0
Angola é um drama e não uma comédia...,1
"@AngolanoViril Por algum motivo já pensei 'deve ser de Cabo Verde'Porque Cabo Verde? Não sei.A propósito, fui o _ https://t.co/6pTGjCdEX9",0
Angola vs MaliPSG vs Barcelona Mera consciência ou será que Angola não é a única equipa fraca????,0
"@aninha_caraujo @sofiakalap @BiaMontezumaMF sua vida e babar o ovo da Bia , e a bia e feia e gorda !",1
"@aninha_ebc Miga, dá uma fuçada lá, primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com (eu reviso)",0
"@aninha_ebc Nossa, ta chiques rs.. mtos contatos hahaah ta boa?",0
@aninha_ebc Num dá vontade de fazer um comentário desaforado pra essa menina? http://twitpic.com/23v6gt Acho que vou fazer!,1
@aninha_ebc Tá no msn????,0
@aninha_ebc Tem galinha gisada? ahhh me convidaaaaaaaaaaaa rsrs #saudadedepernambuco,0
@annavalente vixi as tretas,1
@annoyingbru virou fiscal de piada agora? manda a multa la pra casa,0
